original_archive_path,fixed_archive_path
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_29.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_29.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/figure3b_in_pub.m,P/01/07_HSX_august2025_results/hsx_20250821/figure3b_in_pub.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_32.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_32.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_17.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_17.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_28.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_28.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/shot19.png,P/01/07_HSX_august2025_results/hsx_20250821/shot19.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_30.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_30.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_63.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_63.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/replay_pid47448.log,P/01/07_HSX_august2025_results/hsx_20250821/replay_pid47448.log
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_12.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_12.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_57.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_57.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_17.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_17.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_72.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_72.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/figure3_in_pub.m,P/01/07_HSX_august2025_results/hsx_20250821/figure3_in_pub.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_41.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_41.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_53.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_53.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_66.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_66.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_21.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_21.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_19.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_19.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_2.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_2.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_27.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_27.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_71.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_71.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_38.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_38.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_05T_fftv2.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_05T_fftv2.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#19_density.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#19_density.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_8.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_8.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/1T_qhs_backup/,P/01/07_HSX_august2025_results/hsx_20250821/1T_qhs_backup/
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/1T_qhs_backup/1T_qhs_backup.m,P/01/07_HSX_august2025_results/hsx_20250821/1T_qhs_backup/1T_qhs_backup.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/figure4.m,P/01/07_HSX_august2025_results/hsx_20250821/figure4.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_47.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_47.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_10.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_10.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_48.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_48.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_20.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_20.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_56.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_56.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_3.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_3.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_5.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_5.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_45.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_45.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_19.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_19.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_14.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_14.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_55.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_55.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_44.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_44.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_46.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_46.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_34.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_34.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_13.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_13.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_6.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_6.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_56.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_56.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_69.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_69.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_18.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_18.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_30.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_30.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_64.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_64.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_57.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_57.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/untitled.svg,P/01/07_HSX_august2025_results/hsx_20250821/untitled.svg
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_with_magnet_shot.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_with_magnet_shot.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_36.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_36.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_54.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_54.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#20_overview.png,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#20_overview.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#21_stored_energy.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#21_stored_energy.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_26.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_26.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/,P/01/07_HSX_august2025_results/hsx_20250821/plots/
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_onvsoff.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_onvsoff.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_off.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_off.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_05T_fftv2.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_05T_fftv2.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_70ms_different_limit.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_70ms_different_limit.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/lowelon_1T_time.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/lowelon_1T_time.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_70ms_large.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_70ms_large.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_large.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_large.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/lowelon_05T_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/lowelon_05T_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_70ms.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_70ms.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/lowelon_05T_time.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/lowelon_05T_time.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_fftv2.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_fftv2.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_1T_1s_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/plots/qhs_05T_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/plots/qhs_05T_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_31.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_31.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_0.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_0.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_70ms_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_70ms_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_34.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_34.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_13.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_13.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_11.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_11.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/bigfigure.m,P/01/07_HSX_august2025_results/hsx_20250821/bigfigure.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_70ms_different_limit.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_70ms_different_limit.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_22.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_22.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/hsxMainCoilCurrent_shot65.txt,P/01/07_HSX_august2025_results/hsx_20250821/hsxMainCoilCurrent_shot65.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/lowelon_1T_time.png,P/01/07_HSX_august2025_results/hsx_20250821/lowelon_1T_time.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_0.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_0.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_43.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_43.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_50.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_50.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_16.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_16.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_70ms_large.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_70ms_large.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_65.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_65.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_12.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_12.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_16.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_16.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_large.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_large.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#20_density.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#20_density.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_37.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_37.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_18.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_18.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_50.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_50.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_69.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_69.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/figure5.m,P/01/07_HSX_august2025_results/hsx_20250821/figure5.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_QHS_fft_v2.fig,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_QHS_fft_v2.fig
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_QHS_fft_shot62.fig,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_QHS_fft_shot62.fig
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/05_low_elon_fft_v1.fig,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/05_low_elon_fft_v1.fig
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_low_elon_fft_v1.fig,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_low_elon_fft_v1.fig
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_QHS_fft.fig,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/1T_QHS_fft.fig
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/qhs_1T_fft.m,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_fft/qhs_1T_fft.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_20.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_20.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_67.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_67.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s_fft_shot62.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s_fft_shot62.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_4.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_4.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_26.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_26.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#18_stored_energy.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#18_stored_energy.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_59.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_59.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s_large.png,P/01/07_HSX_august2025_results/hsx_20250821/qhs_1T_1s_large.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_24.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_24.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/New folder/,P/01/07_HSX_august2025_results/hsx_20250821/New folder/
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#21_overview.png,P/01/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#21_overview.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#19_overview.png,P/01/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#19_overview.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#20_overview.png,P/01/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#20_overview.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#18_overview.png,P/01/07_HSX_august2025_results/hsx_20250821/New folder/25_8_21_#18_overview.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_48.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_48.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_70.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_70.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_46.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_46.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_66.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_66.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/lowelon_05T_fft.png,P/01/07_HSX_august2025_results/hsx_20250821/lowelon_05T_fft.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_37.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_37.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_23.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_23.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_58.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_58.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_14.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_14.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_65.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_65.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_44.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_44.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/halfqhs.m,P/01/07_HSX_august2025_results/hsx_20250821/halfqhs.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_6.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_6.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_22.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_22.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_5.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_5.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/Fig4_PlasmaDynamics_Final.png,P/01/07_HSX_august2025_results/hsx_20250821/Fig4_PlasmaDynamics_Final.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_42.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_42.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_15.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_15.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_9.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_9.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/hsx_test_result_matlab.m,P/01/07_HSX_august2025_results/hsx_20250821/hsx_test_result_matlab.m
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/hsxMainCoilCurrent_shot68.txt,P/01/07_HSX_august2025_results/hsx_20250821/hsxMainCoilCurrent_shot68.txt
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/lowelon_05T_time.png,P/01/07_HSX_august2025_results/hsx_20250821/lowelon_05T_time.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_1.csv,P/01/07_HSX_august2025_results/hsx_20250821/scope_1.csv
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/25_8_21_#19_stored_energy.dat,P/01/07_HSX_august2025_results/hsx_20250821/25_8_21_#19_stored_energy.dat
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_39.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_39.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/scope_68.png,P/01/07_HSX_august2025_results/hsx_20250821/scope_68.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/shot18 - Copy.png,P/01/07_HSX_august2025_results/hsx_20250821/shot18 - Copy.png
PHD_HYBRID_2026-07-27/01_PhD_Research/07_HSX_august2025_results/hsx_20250821/shot21.png,P/01/07_HSX_august2025_results/hsx_20250821/shot21.png
