uid,canonical_key,title,authors_or_org,publisher,year,date,source_type,tier,language,geography,url,doi,arxiv_id,patent_number,jurisdiction,assignee,verification,access_level,peer_review_status,accepted,first_accessed,last_accessed,projects,used_in,n_occurrences,claim_supported,notes
Sbdda27c78c8c,url:federalregister.gov/documents/2024/12/05/2024-28267/additions-and-modifications-to-the-entity-list-removals-from-the-validated-end-user-veu-program,Additions and Modifications to the Entity List; Removals From the Validated End-User (VEU) Program,"Bureau of Industry and Security, U.S. Department of Commerce (Federal Register / Government Publishing Office)","Bureau of Industry and Security, U.S. Department of Commerce",2024,2024,government,T1,en,US,https://www.federalregister.gov/documents/2024/12/05/2024-28267/additions-and-modifications-to-the-entity-list-removals-from-the-validated-end-user-veu-program,,,,,,fetched,full_page,not_applicable,True,2026-07-13,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L01 | L06 | P3R2-A-10 | P3R2-F-01,12,"BIS final rule (89 FR 96830, published Dec 5 2024, effective Dec 2 2024) added 140 entities across China/Japan/South Korea/Singapore to the Entity List for involvement in advanced-node IC development/production or China's Military-Civil Fusion strategy, and removed three entities (CSMC, HHGrace, AMEC) from the Validated End-User program.","CRITICAL for the idea's 2027 export-control-counsel gate: the rule's own abstract does not name AMEC/NAURA/Piotech individually (140 entities are not itemized in the API abstract); the specific identification of NAURA and Piotech as newly Entity-Listed and AMEC as VEU-removed comes from corroborating secondary legal/trade analysis (S02, S03), which should be independently cross-checked against the full rule text (89 FR 96830, Entity List Supp. No. 4 to Part 744) by counsel before this is treated as dispositive."
S29b081b9b82e,url:armysbir.army.mil/topics/affordable-ka-band-metamaterial-based-electronically-scanned-array-radar-test-training,Affordable Ka-Band Metamaterial-Based Electronically Scanned Array Radar for Test and Training (Army SBIR Topic A254-049),U.S. Department of the Army (Army SBIR/STTR Program),US Army SBIR|STTR Program,2026,2026-04-15,government,T1,en,US,https://armysbir.army.mil/topics/affordable-ka-band-metamaterial-based-electronically-scanned-array-radar-test-training/,,,,,,fetched,full_page,not_applicable,False,2026-07-12T09:55:00Z,2026-07-28,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L16 | P3R2-D-18,12,"U.S. Army SBIR Topic A254-049 solicits a low-cost, high-performance metamaterial-based electronically-scanned Ka-band (30-40 GHz) radar for test/training use, requiring 10-20 microsecond beam switching, switchable circular polarization, 20 km range (0 dBsm target), and a $300,000 target unit production cost; Phase I awards up to $250,000 for a 6-month period. Topic released September 3, 2025; opens April 15, 2026; proposals due May 13, 2026.","Fetched directly this session; all figures (dates, funding, technical specs) confirmed from the official Army SBIR topic page. | Verifier independently re-fetched and confirmed all figures this session."
Sdd7518e595b2,url:trendforce.com/news/2026/01/12/news-chinas-domestic-chip-equipment-adoption-beats-2025-target-at-35-led-by-naura-amec,"China's Domestic Chip Equipment Adoption Beats 2025 Target at 35%, Led by NAURA, AMEC",TrendForce Corp.,TrendForce,2026,2026-01-12,news,T2,en,CN | TW,https://www.trendforce.com/news/2026/01/12/news-chinas-domestic-chip-equipment-adoption-beats-2025-target-at-35-led-by-naura-amec/,,,,,,fetched,full_page,not_applicable,False,2026-07-12T14:00:00Z,2026-07-28,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L06 | L07 | P3R2-F-01 | P3R2-F-04,12,"China's domestically manufactured semiconductor equipment share rose from 25% (2024) to 35% (2025), exceeding the 30% target; by category, etching/thin-film deposition >40%, metrology 25%, lithography 18%. NAURA's oxidation/diffusion furnaces exceed 60% share on SMIC's 28nm lines; AMEC's 5nm etch tool entered TSMC advanced-process validation; Piotech's PECVD share at YMTC doubled to 30%; ACM Research cleaning tools hold >90% utilization at Hua Hong's 28nm lines.","TrendForce is a Taiwan-headquartered semiconductor research/trade-press firm reporting on Chinese mainland equipment localization -- tagged with both CN and TW geography. Notably conflicts with L06-052's figures (25%->35% here vs. 4%->13%->21% there) for what appears to be a differently scoped metric -- flagged as an unresolved contradiction for the lane brief. | CONFLICT FLAG (unresolved, not averaged): directly contradicts L06-052's 4%->13%->21% trajectory for a nominally similar 'China equipment localization rate' metric. Different scope/methodology likely; both records retained and the conflict must be shown, not reconciled, in the lane brief."
S899043407b00,url:iopscience.iop.org/article/10.1088/1361-6668/ad80d5,"Design and manufacture of an ultra-compact, 1.5 T class, controlled-contact resistance, REBCO, brain imaging MRI magnet",,Superconductor Science and Technology (IOP Publishing),2024,2024,academic,T1,en,,https://iopscience.iop.org/article/10.1088/1361-6668/ad80d5,,,,NPL,Robinson Research Institute (Victoria Univ. of Wellington) / OpenStar Technologies Ltd / Air Liquide SA / Transpower Ltd / Univ. of Minnesota CMRR,fetched,,,,2026-07-02,2026-07-03,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 05_CryoFree_HTS_RND_2026-07,02_MERGED_FULL_RANKING | C14 | C15 | CF-6 | D04 | D04-06 | D09 | D09-12 | DD-C15-05 | DD_C15 | INCUMBENTS,12,"Directly on-point for cryogen-free + engineered Rc via a fixed-composition conductive-epoxy interlayer, but abstract-level detail does not confirm cycling-life data, a possible CF-6 differentiator pending full-text review.",
S9017ba3d1b3d,url:newsletter.semianalysis.com/p/inside-the-800vdc-revolution-part,"Inside the 800VDC Revolution, Part 1 (OCP Diablo 400 specification, deployment phasing, TAM)",SemiAnalysis (Dylan Patel et al.),SemiAnalysis,2026,2026,news,T2,en,US | multinational,https://newsletter.semianalysis.com/p/inside-the-800vdc-revolution-part,,,,,,fetched,full_page,not_applicable,True,2026-07-13,2026-07-13T00:00:00Z,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L02 | L08 | P3R2-A-02 | P3R2-C-01,12,"OCP's Diablo 400 spec (co-authored by Google, Meta, Microsoft; draft v0.5.2 released May 2025) targets 100kW-1MW per IT rack; SemiAnalysis projects Phase 3 (late 2028/2029) facility-level 800VDC distribution becomes viable with centralized rectifiers, Phase 4 (>2029) solid-state-transformer deployment begins, ~39GW of incremental 800VDC-powered capacity by 2030, and SST TAM ~$32B by 2030.","Independent (non-government) second 2030-window timing source, corroborating the primary/official Southern Spirit HVDC (atlas L08-041, DOE-backed, construction 2029/in-service 2032) and ARPA-E DC-GRIDS (atlas L02-034) triggers already in the atlas. OCP's own primary spec pages (opencompute.org) returned HTTP 403 to direct fetch this session; this analyst-firm secondary synthesis is used instead and labeled as such."
S46b46f8fcb25,url:ocem.eu/magnet-power-supplies,"Magnet Power Supplies — OCEM (claims to 50,000 A, 5 ppm; 3,500+ converters delivered; hundreds of hadron-therapy PSUs) [page 403s this mission; figures from search snippet]",OCEM Power Electronics,OCEM Power Electronics,2026,,company,T2,en,IT,https://ocem.eu/magnet-power-supplies/,,,,,,fetched,,not_applicable,True,2026-07-02,2026-07-13T00:00:00Z,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 03_C12_C10_Strategy_IP_2026-07 | 06_Frontier_Idea_Research_2026-07,C10 | CS_F_custom_project_houses.md | D03 | D03-14 | DD-C10-03 | DD_C10 | L03 | P3R2-F-02,12,"OCEM offers magnet power supplies up to 50,000A with stability/resolution up to 5ppm, serving CERN, Diamond Light Source, hadron-therapy centers, and fusion (JT-60SA, DTT); >3,500 converters delivered over 35+ years.","P4-required incumbency-map source for P3R2-F-02: confirms precision magnet converters are a mature catalog category, narrowing but not eliminating the idea's claimed white space (integrated extraction/dump + leads + acceptance-protocol island)."
S29b47bdf121b,url:charin.global/news/iec-ts-63379-for-megawatt-charging-system-mcs,Official publication of IEC TS 63379: A game-changer for Megawatt Charging System (MCS) standardization,CharIN e.V.,CharIN e.V.,2026,2026-02-09,standards,T1,en,DE | EU | US | multinational,https://www.charin.global/news/iec-ts-63379-for-megawatt-charging-system-mcs/,,,,,,fetched,full_page,not_applicable,True,2026-07-13T00:00:00Z,2026-07-28,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L10 | P3R2-A-21 | P3R2-B-14 | P3R2-F-05,12,"IEC TS 63379 (connectors/vehicle inlets/cable assemblies for megawatt-level conductive DC charging) was officially published '02/09/2026' (2026-02-09); broader supporting context indicates commercial rollout is expected 2027-2028, with Mercedes-Benz Trucks and MAN already field-testing MCS.","Certification trigger: the standard the idea is built around is now real and published, not still pending, which de-risks the 2028-2030 commercial-rollout assumption on the standards side specifically (IEC 61851-23-3 EVSE-side companion standard still in development as of mid-2026). | Refreshes P3R2-F-05's mutable 2026 charge-interface-standard claim with the actual, very recent (Feb 2026) publication date, confirming the dual-personality charge-interface component the idea proposes to buy as a module is now standardized."
S77cb186caaac,url:stocktitan.net/news/pyrgf/pyro-genesis-plasma-based-solution-achieves-successful-destruction-xggjkza88mu0.html,PyroGenesis Completes $2.25M DoD Contract for PFAS Destruction Technology,PyroGenesis Canada Inc. (reported via StockTitan),,2024,,company,T1,en,CA | US,https://www.stocktitan.net/news/PYRGF/pyro-genesis-plasma-based-solution-achieves-successful-destruction-xggjkza88mu0.html,,,,,,fetched,,not_applicable,False,2026-07-12T18:00:00Z,2026-07-13T11:15:00Z,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L01 | P3R2-A-22,12,"US Department of Defense-funded $2.25M contract; PyroGenesis' 1MW plasma torch destroyed over 300 tonnes of PFAS-contaminated material, completed Dec 3 2024. Article cites AECOM estimate of a ~$250B global (~$200B US) PFAS remediation addressable market (vendor/trade-press-sourced estimate, not independently triangulated).","Direct US federal-government demand for plasma-based environmental remediation — strong G1-type demand evidence. | Direct US federal-government demand for plasma-based environmental remediation. AECOM market-size figure labeled as unverified estimate, not treated as confirmed TAM."
S0f8b25b3fff5,doi:10.1088/1361-6668/ada9d2,REBCO coated conductors: enabling the next generation of tokamak reactors,"Xiaodong Li, Mark Ainslie, Dongbin Song, Wenjiang Yang, Rafael Macián-Juan; Superconductor Science and Technology (IOP Publishing)",IOP Publishing — Superconductor Science and Technology,2025,2025,academic,T1,en,GB | US,https://iopscience.iop.org/article/10.1088/1361-6668/ada9d2,10.1088/1361-6668/ada9d2,,,,,fetched,full_page,verified,False,2026-07-02,2026-07-12T18:30:00Z,01_Startup_Opportunity_Research_2026-07 | 02_Novel_Lanes_Research_2026-07 | 06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,02_MERGED_FULL_RANKING | D05 | D05-22 | INCUMBENTS | L03,12,Review argues REBCO coated conductors are well suited for tokamak magnets.,"Review argues REBCO coated conductors are well suited for tokamak magnets; geography is a tentative guess (UK/US HTS-tokamak research clusters), not confirmed by author affiliation. | Author list confirmed via Crossref (Li, Ainslie, Song, Yang, Macián-Juan). Geography corrected to GB only (Ainslie is a known Cambridge/UK HTS researcher); the prior US guess is unsupported by any confirmed affiliation data and is dropped rather than asserted."
S9d62d962c8a7,doi:10.1109/tasc.2018.2848229,A Fast Quench Protection System for High-Temperature Superconducting Magnets,unknown authors; IEEE Transactions on Applied Superconductivity,unknown authors; IEEE Transactions on Applied Superconductivity,2019,2019,academic,T1,en,US,https://ieeexplore.ieee.org/document/8387462,10.1109/tasc.2018.2848229,,,,,fetched,full_page,verified,False,2026-07-12,2026-07-12T18:30:00Z,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L03,11,Peer-reviewed fast quench-protection system design for HTS magnets (IEEE TAS) — supports the sub-millisecond energy-extraction requirement.,Year corrected from 2018 (raw) to 2019 per Crossref authoritative published-date field.
S3f0eff7e573b,doi:10.1017/s1759078724000205,An advanced solid-state RF power source maximizing energy efficiency for optimal superconducting RF cavity charging,Authors not itemized via direct Crossref fetch this session (International Journal of Microwave and Wireless Technologies record; European Spallation Source RF group),Authors not itemized via direct Crossref fetch this session (International Journal of Microwave and Wireless Technologies record; European Spallation Source RF group),2024,2024,academic,T1,en,multinational,https://www.cambridge.org/core/journals/international-journal-of-microwave-and-wireless-technologies/article/an-advanced-solidstate-rf-power-source-maximizing-energy-efficiency-for-optimal-superconducting-rf-cavity-charging/755D76EBB54AF6E1F8B26F115759F059,10.1017/s1759078724000205,,,,,fetched,full_page,verified,False,2026-07-12,2026-07-12T12:12:00Z,06_Frontier_Idea_Research_2026-07 | 07_Frontier_Ideas_Interactive_2026-07,L05,11,"Reports an envelope-tracking solid-state power amplifier for pulsed SRF cavity charging at the European Spallation Source (352 MHz, 5% duty cycle, 3.5 ms pulse), achieving ~70% average efficiency and a 24% energy saving versus vacuum-tube amplifiers; power combined to 400 kW via 12x8 kW modules plus waveguide stage.","DOI not resolved this session; page landing URL used as canonical key. Related companion papers found: ""Design and characterization of 50 kW solid-state RF amplifier"" and ""The conceptual design of the high-efficiency 400 kW solid-state power station at 352 MHz for the European spallation source"", same journal -- discovery leads for a future wave."
